File Name,Elements,Atom Counts,Element Count,Total Atom Count
mp-756436.cif,"Fe, O",Fe:4.0; O:8.0,2,12.0
mp-756478.cif,"W, O",W:8.0; O:24.0,2,32.0
mp-756482.cif,"Mn, Co, O",Mn:9.0; Co:3.0; O:24.0,3,36.0
mp-7565.cif,"Sb, Ru",Sb:4.0; Ru:4.0,2,8.0
mp-756513.cif,"Mn, Cu, O",Mn:9.0; Cu:3.0; O:24.0,3,36.0
mp-756516.cif,"Li, Mn, O",Li:8.0; Mn:8.0; O:16.0,3,32.0
mp-756525.cif,"Mn, Cu, O",Mn:9.0; Cu:3.0; O:24.0,3,36.0
mp-756562.cif,"Mn, Fe, O",Mn:9.0; Fe:3.0; O:24.0,3,36.0
mp-756589.cif,"Ti, Mn, O",Ti:3.0; Mn:9.0; O:24.0,3,36.0
mp-756640.cif,"V, F",V:2.0; F:10.0,2,12.0
mp-756808.cif,"Ti, Mn, O",Ti:3.0; Mn:9.0; O:24.0,3,36.0
mp-756849.cif,"Li, Fe, F",Li:2.0; Fe:2.0; F:8.0,3,12.0
mp-757027.cif,"Li, Fe, P, O",Li:4.0; Fe:4.0; P:4.0; O:16.0,4,28.0
mp-757044.cif,"Mn, Ni, O",Mn:9.0; Ni:3.0; O:24.0,3,36.0
mp-757056.cif,"Te, W, O",Te:3.0; W:3.0; O:18.0,3,24.0
mp-757100.cif,"Li, Co, S",Li:3.0; Co:3.0; S:6.0,3,12.0
mp-757163.cif,"Li, V, F",Li:1.0; V:1.0; F:6.0,3,8.0
mp-7574.cif,"Al, B, Mo",Al:4.0; B:4.0; Mo:4.0,3,12.0
mp-7575.cif,"Li, Zn, N",Li:4.0; Zn:4.0; N:4.0,3,12.0
mp-7576.cif,"Cr, Si",Cr:4.0; Si:4.0,2,8.0
mp-757614.cif,"Li, Fe, O",Li:2.0; Fe:2.0; O:4.0,3,8.0
mp-7577.cif,"Co, Si",Co:4.0; Si:4.0,2,8.0
mp-757975.cif,"Li, Mn, O",Li:4.0; Mn:8.0; O:16.0,3,28.0
mp-758052.cif,"Li, Cu, F",Li:6.0; Cu:6.0; F:18.0,3,30.0
mp-758095.cif,"Li, Ni, O",Li:2.0; Ni:3.0; O:6.0,3,11.0
mp-758104.cif,"Mn, Pd",Mn:11.0; Pd:21.0,2,32.0
mp-7582.cif,"Ge, S",Ge:4.0; S:8.0,2,12.0
mp-7583.cif,"Si, S",Si:4.0; S:8.0,2,12.0
mp-758397.cif,"Fe, O, F",Fe:4.0; O:2.0; F:6.0,3,12.0
mp-758501.cif,"Li, Ni, F",Li:6.0; Ni:6.0; F:18.0,3,30.0
mp-758560.cif,"Fe, O, F",Fe:2.0; O:2.0; F:2.0,3,6.0
mp-758594.cif,"Li, Fe, P",Li:1.0; Fe:6.0; P:4.0,3,11.0
mp-758859.cif,"Co, O, F",Co:4.0; O:4.0; F:4.0,3,12.0
mp-7589.cif,"Mg, N, F",Mg:8.0; N:4.0; F:4.0,3,16.0
mp-758946.cif,"Fe, O, F",Fe:4.0; O:6.0; F:2.0,3,12.0
mp-7591.cif,"Ge, As",Ge:2.0; As:2.0,2,4.0
mp-759276.cif,"V, O, F",V:4.0; O:4.0; F:4.0,3,12.0
mp-759283.cif,"Fe, O, F",Fe:4.0; O:4.0; F:4.0,3,12.0
mp-759286.cif,"Na, Ni, O",Na:1.0; Ni:2.0; O:3.0,3,6.0
mp-759459.cif,"Li, V, F",Li:2.0; V:2.0; F:8.0,3,12.0
mp-759543.cif,"Fe, O, F",Fe:4.0; O:4.0; F:4.0,3,12.0
mp-7596.cif,"Nb, N, O",Nb:4.0; N:4.0; O:4.0,3,12.0
mp-759858.cif,"Li, V, F",Li:4.0; V:2.0; F:8.0,3,14.0
mp-759877.cif,"Li, Cu, F",Li:16.0; Cu:4.0; F:28.0,3,48.0
mp-759914.cif,"Fe, O, F",Fe:16.0; O:16.0; F:16.0,3,48.0
mp-76.cif,Sr,Sr:4.0,1,4.0
mp-760.cif,"Fe, Se",Fe:2.0; Se:4.0,2,6.0
mp-7603.cif,"Li, Ti, F",Li:4.0; Ti:2.0; F:12.0,3,18.0
mp-760321.cif,"V, O, F",V:16.0; O:16.0; F:16.0,3,48.0
mp-760339.cif,"Li, V, F",Li:4.0; V:2.0; F:8.0,3,14.0
mp-760343.cif,"Fe, P, O",Fe:2.0; P:2.0; O:8.0,3,12.0
mp-760375.cif,"Li, V, S",Li:3.0; V:1.0; S:4.0,3,8.0
mp-760376.cif,"K, Ti, O",K:1.0; Ti:1.0; O:3.0,3,5.0
mp-760381.cif,"Cu, S",Cu:4.0; S:4.0,2,8.0
mp-760396.cif,"Ta, Al, O",Ta:4.0; Al:4.0; O:16.0,3,24.0
mp-7604.cif,"Mg, N, F",Mg:3.0; N:1.0; F:3.0,3,7.0
mp-760410.cif,"Be, P, O",Be:2.0; P:2.0; O:8.0,3,12.0
mp-760439.cif,"Ta, Ti, O",Ta:4.0; Ti:4.0; O:16.0,3,24.0
mp-761293.cif,"Zr, Co, O",Zr:6.0; Co:6.0; O:18.0,3,30.0
mp-761315.cif,"Mn, Fe, O",Mn:2.0; Fe:2.0; O:8.0,3,12.0
mp-761341.cif,"Ti, V, O",Ti:4.0; V:4.0; O:16.0,3,24.0
mp-761390.cif,"Ta, Fe, O",Ta:4.0; Fe:4.0; O:16.0,3,24.0
mp-761415.cif,"Cu, Ni, O",Cu:2.0; Ni:6.0; O:8.0,3,16.0
mp-761524.cif,"Mg, Co, O",Mg:6.0; Co:6.0; O:18.0,3,30.0
mp-761556.cif,"Mn, Co, O",Mn:2.0; Co:2.0; O:8.0,3,12.0
mp-761563.cif,"Mn, Fe, O",Mn:4.0; Fe:2.0; O:6.0,3,12.0
mp-761574.cif,"Co, Sn, O",Co:6.0; Sn:6.0; O:18.0,3,30.0
mp-761842.cif,"Hf, Sn, O",Hf:3.0; Sn:1.0; O:8.0,3,12.0
mp-7623.cif,"Mg, As",Mg:4.0; As:16.0,2,20.0
mp-763.cif,"Mg, B",Mg:1.0; B:2.0,2,3.0
mp-7631.cif,"Si, C",Si:6.0; C:6.0,2,12.0
mp-7632.cif,"Ni, Mo, P",Ni:3.0; Mo:3.0; P:3.0,3,9.0
mp-763353.cif,"Fe, O, F",Fe:8.0; O:10.0; F:6.0,3,24.0
mp-764648.cif,"Li, Ti, O",Li:2.0; Ti:2.0; O:4.0,3,8.0
mp-764949.cif,"Mn, F",Mn:2.0; F:6.0,2,8.0
mp-7650.cif,"Rb, Sc, O",Rb:2.0; Sc:2.0; O:4.0,3,8.0
mp-765508.cif,"V, O, F",V:3.0; O:4.0; F:2.0,3,9.0
mp-766.cif,"As, Ru",As:4.0; Ru:2.0,2,6.0
mp-766486.cif,"Li, Cu, S",Li:2.0; Cu:2.0; S:4.0,3,8.0
mp-768305.cif,"Sr, Hf, O",Sr:4.0; Hf:2.0; O:8.0,3,14.0
mp-768381.cif,"Co, Te, O",Co:1.0; Te:1.0; O:4.0,3,6.0
mp-768499.cif,"Fe, Ni, O",Fe:6.0; Ni:6.0; O:18.0,3,30.0
mp-769096.cif,"Mn, P",Mn:6.0; P:24.0,2,30.0
mp-7692.cif,"Al, Cr, B",Al:2.0; Cr:4.0; B:4.0,3,10.0
mp-769365.cif,"Zn, Se, O",Zn:2.0; Se:2.0; O:8.0,3,12.0
mp-7704.cif,"Ca, Al, Si",Ca:1.0; Al:2.0; Si:2.0,3,5.0
mp-770618.cif,"Mg, Mn, O",Mg:6.0; Mn:6.0; O:18.0,3,30.0
mp-7707.cif,"Zr, Si, Ni",Zr:2.0; Si:4.0; Ni:4.0,3,10.0
mp-770997.cif,"Li, Hf, O",Li:4.0; Hf:2.0; O:6.0,3,12.0
mp-771.cif,"Mn, Al",Mn:1.0; Al:1.0,2,2.0
mp-771648.cif,"Rb, Cr, O",Rb:3.0; Cr:3.0; O:6.0,3,12.0
mp-771970.cif,"Mn, Co, O",Mn:9.0; Co:3.0; O:24.0,3,36.0
mp-772856.cif,"Cu, Hg, O",Cu:2.0; Hg:2.0; O:4.0,3,8.0
mp-773064.cif,"V, Rh, O",V:4.0; Rh:4.0; O:16.0,3,24.0
mp-773864.cif,"Ti, Sn, O",Ti:2.0; Sn:2.0; O:8.0,3,12.0
mp-774.cif,"Ca, Ni",Ca:1.0; Ni:5.0,2,6.0
mp-774411.cif,"Li, V, O",Li:2.0; V:1.0; O:2.0,3,5.0
mp-774712.cif,"Li, Cu, S",Li:2.0; Cu:2.0; S:2.0,3,6.0
mp-774736.cif,"Li, Cu, S",Li:16.0; Cu:8.0; S:8.0,3,32.0
mp-7748.cif,"Na, Al, O",Na:3.0; Al:3.0; O:6.0,3,12.0
mp-774922.cif,"Ti, Te, O",Ti:3.0; Te:1.0; O:8.0,3,12.0
mp-774945.cif,"Mn, V, O",Mn:1.0; V:3.0; O:8.0,3,12.0
mp-775001.cif,"V, Fe, O",V:3.0; Fe:1.0; O:8.0,3,12.0
mp-775296.cif,"Ti, Mn, O",Ti:2.0; Mn:2.0; O:8.0,3,12.0
mp-7753.cif,"Mg, Pd",Mg:1.0; Pd:3.0,2,4.0
mp-775808.cif,"Mg, O",Mg:6.0; O:6.0,2,12.0
mp-775909.cif,"Zr, O",Zr:2.0; O:4.0,2,6.0
mp-775935.cif,"Zr, O",Zr:6.0; O:12.0,2,18.0
mp-776083.cif,"Hf, Sn, O",Hf:6.0; Sn:6.0; O:18.0,3,30.0
mp-776094.cif,"Li, Fe, F",Li:2.0; Fe:2.0; F:8.0,3,12.0
mp-776164.cif,"Li, Fe, F",Li:2.0; Fe:2.0; F:8.0,3,12.0
mp-776250.cif,"Zr, N, O",Zr:4.0; N:4.0; O:2.0,3,10.0
mp-776331.cif,"Zr, N, O",Zr:10.0; N:10.0; O:4.0,3,24.0
mp-776339.cif,"Li, Fe, F",Li:2.0; Fe:2.0; F:8.0,3,12.0
mp-776460.cif,"Li, Fe, W, O",Li:4.0; Fe:1.0; W:3.0; O:12.0,4,20.0
mp-776532.cif,"Hf, O",Hf:2.0; O:4.0,2,6.0
mp-776911.cif,"Mg, O",Mg:4.0; O:4.0,2,8.0
mp-7770.cif,"Sr, Zn, As",Sr:1.0; Zn:2.0; As:2.0,3,5.0
mp-7771.cif,"Sr, Cd, As",Sr:1.0; Cd:2.0; As:2.0,3,5.0
mp-777479.cif,"V, O",V:4.0; O:8.0,2,12.0
mp-778.cif,"Fe, P",Fe:6.0; P:3.0,2,9.0
mp-778044.cif,"Li, V, F",Li:2.0; V:2.0; F:8.0,3,12.0
mp-7781.cif,"Ca, Zr, S",Ca:4.0; Zr:4.0; S:12.0,3,20.0
mp-7786.cif,"Cs, Cu, S",Cs:1.0; Cu:3.0; S:2.0,3,6.0
mp-7787.cif,"Hf, S, O",Hf:4.0; S:4.0; O:4.0,3,12.0
mp-7790.cif,"Ti, N",Ti:8.0; N:4.0,2,12.0
mp-779517.cif,"Sr, Hf, O",Sr:6.0; Hf:4.0; O:14.0,3,24.0
mp-779545.cif,"Na, Cu, O",Na:18.0; Cu:6.0; O:12.0,3,36.0
mp-779689.cif,"H, N",H:12.0; N:4.0,2,16.0
mp-780260.cif,"Ti, Ge, O",Ti:6.0; Ge:6.0; O:18.0,3,30.0
mp-7804.cif,"Hf, Co, B",Hf:1.0; Co:3.0; B:2.0,3,6.0
mp-782.cif,"Te, Pd",Te:2.0; Pd:1.0,2,3.0
mp-7822.cif,"Sc, Si",Sc:10.0; Si:6.0,2,16.0
mp-7823.cif,"V, Ni, Se",V:4.0; Ni:2.0; Se:8.0,3,14.0
mp-7829.cif,"Mn, Nb, Si",Mn:3.0; Nb:3.0; Si:3.0,3,9.0
mp-7832.cif,"B, W",B:8.0; W:8.0,2,16.0
mp-783905.cif,"Na, V, O",Na:4.0; V:8.0; O:16.0,3,28.0
mp-784630.cif,"Ni, Mo",Ni:4.0; Mo:2.0,2,6.0
mp-784631.cif,"Cr, Ni",Cr:2.0; Ni:4.0,2,6.0
mp-7851.cif,"Ta, Co",Ta:9.0; Co:27.0,2,36.0
mp-7857.cif,"Ti, B",Ti:4.0; B:4.0,2,8.0
mp-786.cif,"Mn, Sb",Mn:2.0; Sb:2.0,2,4.0
mp-7863.cif,"Rb, Sn, O",Rb:6.0; Sn:6.0; O:9.0,3,21.0
mp-7875.cif,"Ba, Mg, Si",Ba:2.0; Mg:4.0; Si:4.0,3,10.0
mp-7876.cif,"Ba, Mg, Ge",Ba:2.0; Mg:4.0; Ge:4.0,3,10.0
mp-788.cif,"Co, Te",Co:2.0; Te:2.0,2,4.0
mp-7891.cif,"Mg, As",Mg:3.0; As:2.0,2,5.0
mp-79.cif,Zn,Zn:2.0,1,2.0
mp-7904.cif,"Cd, P",Cd:2.0; P:8.0,2,10.0
mp-7906.cif,"Al, Hg, S",Al:4.0; Hg:2.0; S:8.0,3,14.0
mp-7907.cif,"Al, Zn, Se",Al:4.0; Zn:2.0; Se:8.0,3,14.0
mp-7908.cif,"Al, Zn, Te",Al:4.0; Zn:2.0; Te:8.0,3,14.0
mp-7909.cif,"Al, Cd, Te",Al:4.0; Cd:2.0; Te:8.0,3,14.0
mp-7910.cif,"Al, Hg, Te",Al:4.0; Hg:2.0; Te:8.0,3,14.0
mp-7914.cif,"Na, Sc, O",Na:3.0; Sc:3.0; O:6.0,3,12.0
mp-7916.cif,"Hf, Si, S",Hf:2.0; Si:2.0; S:2.0,3,6.0
mp-7917.cif,"Hf, Ge, Se",Hf:2.0; Ge:2.0; Se:2.0,3,6.0
mp-7918.cif,"Hf, Ge, S",Hf:2.0; Ge:2.0; S:2.0,3,6.0
mp-7930.cif,"Zr, Cu, Si",Zr:3.0; Cu:4.0; Si:2.0,3,9.0
mp-7931.cif,"Sr, P",Sr:6.0; P:6.0,2,12.0
mp-7936.cif,"Li, Nb, S",Li:2.0; Nb:2.0; S:4.0,3,8.0
mp-7937.cif,"Na, Nb, S",Na:2.0; Nb:2.0; S:4.0,3,8.0
mp-7938.cif,"K, Nb, S",K:2.0; Nb:2.0; S:4.0,3,8.0
mp-7939.cif,"Na, Nb, Se",Na:2.0; Nb:2.0; Se:4.0,3,8.0
mp-7940.cif,"K, Nb, Se",K:2.0; Nb:2.0; Se:4.0,3,8.0
mp-7948.cif,"Re, Si",Re:4.0; Si:4.0,2,8.0
mp-795.cif,"Li, Si",Li:16.0; Si:16.0,2,32.0
mp-7955.cif,"Li, Sb",Li:6.0; Sb:2.0,2,8.0
mp-796.cif,"Nb, Al",Nb:6.0; Al:2.0,2,8.0
mp-7979.cif,"K, Pd, F",K:2.0; Pd:1.0; F:6.0,3,9.0
mp-8.cif,Re,Re:2.0,1,2.0
mp-8001.cif,"Li, Al, O",Li:3.0; Al:3.0; O:6.0,3,12.0
mp-801.cif,"Mo, Os",Mo:6.0; Os:2.0,2,8.0
mp-8016.cif,"Al, Cu, Se",Al:4.0; Cu:4.0; Se:8.0,3,16.0
mp-8017.cif,"Al, Cu, Te",Al:4.0; Cu:4.0; Te:8.0,3,16.0
mp-8039.cif,"Al, F",Al:1.0; F:3.0,2,4.0
mp-8041.cif,"Rb, S",Rb:8.0; S:4.0,2,12.0
mp-8042.cif,"Zr, Ge, O",Zr:4.0; Ge:4.0; O:16.0,3,24.0
mp-8044.cif,"V, P, C",V:4.0; P:2.0; C:2.0,3,8.0
mp-8053.cif,"Y, Co",Y:4.0; Co:4.0,2,8.0
mp-8062.cif,"Si, C",Si:4.0; C:4.0,2,8.0
mp-8093.cif,"Ba, Cd",Ba:4.0; Cd:2.0,2,6.0
mp-8094.cif,"Ba, Hg",Ba:4.0; Hg:2.0,2,6.0
mp-81.cif,Au,Au:4.0,1,4.0
mp-810.cif,"Ni, Sb",Ni:2.0; Sb:2.0,2,4.0
mp-811.cif,"Ba, Pt",Ba:1.0; Pt:5.0,2,6.0
mp-8110.cif,"Al, B, O",Al:6.0; B:6.0; O:18.0,3,30.0
mp-8126.cif,"Y, Cu, Si",Y:2.0; Cu:2.0; Si:2.0,3,6.0
mp-813.cif,"Sc, Al",Sc:8.0; Al:16.0,2,24.0
mp-8145.cif,"Rb, Sc, O",Rb:3.0; Sc:3.0; O:6.0,3,12.0
mp-815.cif,"Ga, Ni",Ga:1.0; Ni:3.0,2,4.0
mp-8150.cif,"Ba, Cd, Sb",Ba:1.0; Cd:2.0; Sb:2.0,3,5.0
mp-8159.cif,"Tl, Cu, S",Tl:1.0; Cu:4.0; S:3.0,3,8.0
mp-818.cif,"Si, Rh",Si:4.0; Rh:4.0,2,8.0
mp-8182.cif,"As, Rh",As:24.0; Rh:8.0,2,32.0
mp-8188.cif,"K, Sc, O",K:3.0; Sc:3.0; O:6.0,3,12.0
mp-819.cif,"Hf, Cr",Hf:8.0; Cr:16.0,2,24.0
mp-8192.cif,"Rb, Pt, F",Rb:2.0; Pt:1.0; F:6.0,3,9.0
mp-82.cif,Tl,Tl:2.0,1,2.0
mp-820.cif,"Hg, Se",Hg:4.0; Se:4.0,2,8.0
mp-8200.cif,"Ag, P",Ag:4.0; P:8.0,2,12.0
mp-8219.cif,"Zr, Cu, P",Zr:1.0; Cu:2.0; P:2.0,3,5.0
mp-8221.cif,"Zr, As, Ru",Zr:3.0; As:3.0; Ru:3.0,3,9.0
mp-823.cif,"Ti, Co",Ti:1.0; Co:1.0,2,2.0
mp-8231.cif,"Zr, S, O",Zr:2.0; S:2.0; O:2.0,3,6.0
mp-8236.cif,"Ba, P, Pd",Ba:1.0; P:2.0; Pd:2.0,3,5.0
mp-8237.cif,"Ba, As, Pd",Ba:1.0; As:2.0; Pd:2.0,3,5.0
mp-825.cif,"Ru, O",Ru:2.0; O:4.0,2,6.0
mp-8256.cif,"Zn, Pt, F",Zn:3.0; Pt:3.0; F:18.0,3,24.0
mp-8276.cif,"Sr, Zn, P",Sr:1.0; Zn:2.0; P:2.0,3,5.0
mp-8277.cif,"Sr, Cd, P",Sr:1.0; Cd:2.0; P:2.0,3,5.0
mp-8278.cif,"Ba, Mg, P",Ba:1.0; Mg:2.0; P:2.0,3,5.0
mp-8279.cif,"Ba, Cd, P",Ba:1.0; Cd:2.0; P:2.0,3,5.0
mp-8280.cif,"Ba, Mg, As",Ba:1.0; Mg:2.0; As:2.0,3,5.0
mp-8281.cif,"Ba, Cd, As",Ba:1.0; Cd:2.0; As:2.0,3,5.0
mp-8282.cif,"Ti, N",Ti:4.0; N:2.0,2,6.0
mp-8285.cif,"Zn, Ge, O",Zn:6.0; Ge:6.0; O:18.0,3,30.0
mp-829.cif,"Al, Pd",Al:1.0; Pd:1.0,2,2.0
mp-830.cif,"Ga, N",Ga:4.0; N:4.0,2,8.0
mp-833.cif,"Ca, Pd",Ca:8.0; Pd:16.0,2,24.0
mp-8335.cif,"Ba, Zr, O",Ba:4.0; Zr:2.0; O:8.0,3,14.0
mp-8352.cif,"Si, O",Si:8.0; O:16.0,2,24.0
mp-8372.cif,"Ca, Si",Ca:1.0; Si:2.0,2,3.0
mp-839.cif,"V, Au",V:6.0; Au:2.0,2,8.0
mp-84.cif,Sn,Sn:4.0,1,4.0
mp-8401.cif,"Cs, Mg, F",Cs:1.0; Mg:1.0; F:3.0,3,5.0
mp-8402.cif,"Rb, Mg, F",Rb:1.0; Mg:1.0; F:3.0,3,5.0
mp-8409.cif,"K, Y, O",K:3.0; Y:3.0; O:6.0,3,12.0
mp-841.cif,"Li, O",Li:4.0; O:4.0,2,8.0
mp-8414.cif,"K, Hf, F",K:8.0; Hf:4.0; F:24.0,3,36.0
mp-8418.cif,"Zr, Co, P",Zr:4.0; Co:4.0; P:4.0,3,12.0
mp-842.cif,"Ca, Pt",Ca:8.0; Pt:16.0,2,24.0
mp-8426.cif,"K, Se",K:8.0; Se:4.0,2,12.0
mp-8432.cif,"Ca, Cu, P",Ca:2.0; Cu:2.0; P:2.0,3,6.0
mp-8439.cif,"Ca, Al, Sb",Ca:10.0; Al:4.0; Sb:12.0,3,26.0
mp-844.cif,"Ca, N",Ca:48.0; N:32.0,2,80.0
mp-8446.cif,"K, Cu, P",K:8.0; Cu:4.0; P:4.0,3,16.0
mp-8456.cif,"Sr, As, Pt",Sr:2.0; As:2.0; Pt:2.0,3,6.0
mp-8458.cif,"Ba, As, Pt",Ba:4.0; As:4.0; Pt:4.0,3,12.0
mp-846.cif,"Hf, Al",Hf:16.0; Al:24.0,2,40.0
mp-8462.cif,"Hf, Al",Hf:12.0; Al:8.0,2,20.0
mp-8484.cif,"Zn, O",Zn:4.0; O:8.0,2,12.0
mp-8487.cif,"Ca, Sb, Pt",Ca:4.0; Sb:4.0; Pt:4.0,3,12.0
mp-849295.cif,"Fe, B, O",Fe:4.0; B:4.0; O:12.0,3,20.0
mp-849637.cif,"Na, Co, O",Na:4.0; Co:2.0; O:6.0,3,12.0
mp-85.cif,In,In:4.0,1,4.0
mp-850.cif,"Sc, Ni",Sc:8.0; Ni:16.0,2,24.0
mp-850062.cif,"Li, Ni, O",Li:5.0; Ni:5.0; O:10.0,3,20.0
mp-850194.cif,"Ti, Ni, O",Ti:6.0; Ni:6.0; O:18.0,3,30.0
mp-850251.cif,"Na, Ti, O",Na:4.0; Ti:18.0; O:38.0,3,60.0
mp-850978.cif,"V, Fe, O",V:4.0; Fe:4.0; O:16.0,3,24.0
mp-856.cif,"Sn, O",Sn:2.0; O:4.0,2,6.0
mp-8566.cif,Ag,Ag:4.0,1,4.0
mp-8577.cif,"Sc, Ga, C",Sc:3.0; Ga:1.0; C:1.0,3,5.0
mp-8578.cif,"Sc, In, C",Sc:3.0; In:1.0; C:1.0,3,5.0
mp-8601.cif,"Te, Mo",Te:24.0; Mo:18.0,2,42.0
mp-8605.cif,"Sr, Sb, Pt",Sr:1.0; Sb:1.0; Pt:1.0,3,3.0
mp-8606.cif,"Ba, Sb, Pt",Ba:1.0; Sb:1.0; Pt:1.0,3,3.0
mp-861738.cif,"Ca, Mg, Pb",Ca:4.0; Mg:4.0; Pb:4.0,3,12.0
mp-861979.cif,"Ir, S",Ir:12.0; S:18.0,2,30.0
mp-862.cif,"Ca, Si",Ca:4.0; Si:8.0,2,12.0
mp-862260.cif,"Sc, Zn",Sc:2.0; Zn:6.0,2,8.0
mp-862316.cif,"Li, Be, Pt",Li:4.0; Be:4.0; Pt:8.0,3,16.0
mp-862318.cif,"Li, Al, Ni",Li:4.0; Al:8.0; Ni:4.0,3,16.0
mp-862334.cif,"Sc, Ir, Rh",Sc:8.0; Ir:4.0; Rh:4.0,3,16.0
mp-862336.cif,"Sc, Ir, Pd",Sc:8.0; Ir:4.0; Pd:4.0,3,16.0
mp-862360.cif,"Sc, Ni, Ir",Sc:8.0; Ni:4.0; Ir:4.0,3,16.0
mp-8624.cif,"K, Sn, O",K:8.0; Sn:8.0; O:12.0,3,28.0
mp-862586.cif,"Re, Pd",Re:6.0; Pd:2.0,2,8.0
mp-862631.cif,"Ba, Sb, Au",Ba:8.0; Sb:4.0; Au:4.0,3,16.0
mp-862657.cif,"Li, Cu, Pd",Li:4.0; Cu:4.0; Pd:8.0,3,16.0
mp-862658.cif,"Li, Cu",Li:2.0; Cu:6.0,2,8.0
mp-862664.cif,"Rb, Zr, O",Rb:2.0; Zr:2.0; O:5.0,3,9.0
mp-862669.cif,"Be, Fe, Si",Be:4.0; Fe:8.0; Si:4.0,3,16.0
mp-862679.cif,"Ta, Zn",Ta:8.0; Zn:16.0,2,24.0
mp-862779.cif,"Tc, Os",Tc:6.0; Os:2.0,2,8.0
mp-8628.cif,"Te, Pt",Te:12.0; Pt:9.0,2,21.0
mp-862868.cif,"Pb, Br",Pb:2.0; Br:4.0,2,6.0
mp-862871.cif,"Pb, Cl",Pb:2.0; Cl:4.0,2,6.0
mp-8630.cif,"Sb, Ir, S",Sb:4.0; Ir:4.0; S:4.0,3,12.0
mp-863744.cif,"Ca, Pd, Au",Ca:8.0; Pd:4.0; Au:4.0,3,16.0
mp-8640.cif,Hf,Hf:4.0,1,4.0
mp-8642.cif,Re,Re:4.0,1,4.0
mp-864631.cif,"Li, Nb, Rh",Li:4.0; Nb:4.0; Rh:8.0,3,16.0
mp-864639.cif,"Ta, Nb, Os",Ta:8.0; Nb:4.0; Os:4.0,3,16.0
mp-864670.cif,"Ta, V, Os",Ta:8.0; V:4.0; Os:4.0,3,16.0
mp-864794.cif,"Zn, Ag",Zn:1.0; Ag:3.0,2,4.0
mp-864798.cif,"Hf, Zn, Ir",Hf:4.0; Zn:4.0; Ir:8.0,3,16.0
mp-8648.cif,"Ti, Fe, Si",Ti:12.0; Fe:12.0; Si:12.0,3,36.0
mp-864889.cif,"Zr, Zn",Zr:2.0; Zn:6.0,2,8.0
mp-864920.cif,"Mg, Zr, Au",Mg:4.0; Zr:4.0; Au:8.0,3,16.0
mp-864921.cif,"Mg, Zr, Ir",Mg:4.0; Zr:4.0; Ir:8.0,3,16.0
mp-864940.cif,"Mg, Pt, Rh",Mg:8.0; Pt:4.0; Rh:4.0,3,16.0
mp-864951.cif,"Mn, Al, Os",Mn:4.0; Al:4.0; Os:8.0,3,16.0
mp-864952.cif,"Mg, Ag",Mg:6.0; Ag:2.0,2,8.0
mp-864953.cif,"Mn, V, Cr",Mn:4.0; V:8.0; Cr:4.0,3,16.0
mp-864954.cif,"Mg, Mo, N",Mg:2.0; Mo:2.0; N:4.0,3,8.0
mp-864955.cif,"Mn, Cr, Co",Mn:8.0; Cr:4.0; Co:4.0,3,16.0
mp-864957.cif,"Mn, Sb, Ru",Mn:4.0; Sb:4.0; Ru:8.0,3,16.0
mp-864969.cif,"Mg, Pd, Rh",Mg:8.0; Pd:4.0; Rh:4.0,3,16.0
mp-864972.cif,"Mg, Pd, Au",Mg:8.0; Pd:4.0; Au:4.0,3,16.0
mp-865.cif,"Ca, B",Ca:1.0; B:6.0,2,7.0
mp-865014.cif,"Mg, Cu",Mg:8.0; Cu:4.0,2,12.0
mp-865026.cif,"Mn, V, Si",Mn:8.0; V:4.0; Si:4.0,3,16.0
mp-865050.cif,"Hf, Mg, Rh",Hf:4.0; Mg:4.0; Rh:8.0,3,16.0
mp-865051.cif,"Na, Ca, Tl",Na:4.0; Ca:8.0; Tl:4.0,3,16.0
mp-865130.cif,"Hf, Mo, Rh",Hf:8.0; Mo:4.0; Rh:4.0,3,16.0
mp-865146.cif,"Mg, As, Pt",Mg:1.0; As:1.0; Pt:5.0,3,7.0
mp-865147.cif,"Be, Cu, Ru",Be:8.0; Cu:4.0; Ru:4.0,3,16.0
mp-865152.cif,"Mg, Al, Pd",Mg:4.0; Al:4.0; Pd:8.0,3,16.0
mp-865191.cif,"Fe, Ge, Ru",Fe:4.0; Ge:4.0; Ru:8.0,3,16.0
mp-865193.cif,"Co, Pt",Co:6.0; Pt:2.0,2,8.0
mp-865212.cif,"Fe, Re",Fe:6.0; Re:2.0,2,8.0
mp-865229.cif,"Be, Ni, Ir",Be:8.0; Ni:4.0; Ir:4.0,3,16.0
mp-865441.cif,"Ti, Al, Pd",Ti:4.0; Al:4.0; Pd:8.0,3,16.0
mp-865444.cif,"Li, Sc, Pt",Li:4.0; Sc:8.0; Pt:4.0,3,16.0
mp-865520.cif,"Y, Cd, Pd",Y:4.0; Cd:4.0; Pd:8.0,3,16.0
mp-865523.cif,"Ti, Mn, Rh",Ti:4.0; Mn:4.0; Rh:8.0,3,16.0
mp-865525.cif,"Y, Cd, Hg",Y:4.0; Cd:4.0; Hg:8.0,3,16.0
mp-865527.cif,"Y, Al",Y:2.0; Al:6.0,2,8.0
mp-865531.cif,"Ti, Mn, Al",Ti:4.0; Mn:8.0; Al:4.0,3,16.0
mp-865586.cif,"V, Ga, Ru",V:4.0; Ga:4.0; Ru:8.0,3,16.0
mp-865594.cif,"Y, Cu, Ir",Y:8.0; Cu:4.0; Ir:4.0,3,16.0
